Microsoft (R) COFF/PE Dumper Version 14.42.34436.0
Copyright (C) Microsoft Corporation.  All rights reserved.


Dump of file C:\Windows\System32\ntdll.dll

File Type: DLL

  Section contains the following exports for ntdll.dll

    00000000 characteristics
    E7035EBA time date stamp
        0.00 version
           8 ordinal base
        2491 number of functions
        2490 number of names

    ordinal hint RVA      name

       2130  849 000A2EC0 ZwQueryInstallUILanguage
       2131  84A 000A2EE0 ZwQueryIntervalProfile
       2132  84B 000A2F00 ZwQueryIoCompletion
       2133  84C 000A2F20 ZwQueryIoRingCapabilities
       2134  84D 000A0650 ZwQueryKey
       2135  84E 000A2F40 ZwQueryLicenseValue
       2136  84F 000A2F60 ZwQueryMultipleValueKey
       2137  850 000A2F80 ZwQueryMutant
       2138  851 000A0590 ZwQueryObject
       2139  852 000A2FA0 ZwQueryOpenSubKeys
       2140  853 000A2FC0 ZwQueryOpenSubKeysEx
       2141  854 000A09B0 ZwQueryPerformanceCounter
       2142  855 000A2FE0 ZwQueryPortInformationProcess
       2143  856 000A3000 ZwQueryQuotaInformationFile
       2144  857 000A0DB0 ZwQuerySection
       2145  858 000A3020 ZwQuerySecurityAttributesToken
       2146  859 000A3040 ZwQuerySecurityObject
       2147  85A 000A3060 ZwQuerySecurityPolicy
       2148  85B 000A3080 ZwQuerySemaphore
       2149  85C 000A30A0 ZwQuerySymbolicLinkObject
       2150  85D 000A30C0 ZwQuerySystemEnvironmentValue
       2151  85E 000A30E0 ZwQuerySystemEnvironmentValueEx
       2152  85F 000A0A50 ZwQuerySystemInformation
       2153  860 000A3100 ZwQuerySystemInformationEx
       2154  861 000A0ED0 ZwQuerySystemTime
       2155  862 000A0A90 ZwQueryTimer
       2156  863 000A3120 ZwQueryTimerResolution
       2157  864 000A0670 ZwQueryValueKey
       2158  865 000A07F0 ZwQueryVirtualMemory
       2159  866 000A0CB0 ZwQueryVolumeInformationFile
       2160  867 000A3140 ZwQueryWnfStateData
       2161  868 000A3160 ZwQueryWnfStateNameInformation
       2162  869 000A0C30 ZwQueueApcThread
       2163  86A 000A3180 ZwQueueApcThreadEx
       2164  86B 000A31A0 ZwQueueApcThreadEx2
       2165  86C 000A31C0 ZwRaiseException
       2166  86D 000A31E0 ZwRaiseHardError
       2167  86E 000A0450 ZwReadFile
       2168  86F 000A0950 ZwReadFileScatter
       2169  870 000A3200 ZwReadOnlyEnlistment
       2170  871 000A0E10 ZwReadRequestData
       2171  872 000A0B70 ZwReadVirtualMemory
       2172  873 000A3220 ZwReadVirtualMemoryEx
       2173  874 000A3240 ZwRecoverEnlistment
       2174  875 000A3260 ZwRecoverResourceManager
       2175  876 000A3280 ZwRecoverTransactionManager
       2176  877 000A32A0 ZwRegisterProtocolAddressInformation
       2177  878 000A32C0 ZwRegisterThreadTerminatePort
       2178  879 000A32E0 ZwReleaseKeyedEvent
       2179  87A 000A0790 ZwReleaseMutant
       2180  87B 000A04D0 ZwReleaseSemaphore
       2181  87C 000A3300 ZwReleaseWorkerFactoryWorker
       2182  87D 000A04B0 ZwRemoveIoCompletion
       2183  87E 000A3320 ZwRemoveIoCompletionEx
       2184  87F 000A3340 ZwRemoveProcessDebug
       2185  880 000A3360 ZwRenameKey
       2186  881 000A3380 ZwRenameTransactionManager
       2187  882 000A33A0 ZwReplaceKey
       2188  883 000A33C0 ZwReplacePartitionUnit
       2189  884 000A0510 ZwReplyPort
       2190  885 000A04F0 ZwReplyWaitReceivePort
       2191  886 000A08F0 ZwReplyWaitReceivePortEx
       2192  887 000A33E0 ZwReplyWaitReplyPort
       2193  888 000A3400 ZwRequestPort
       2194  889 000A07D0 ZwRequestWaitReplyPort
       2195  88A 000A3420 ZwResetEvent
       2196  88B 000A3440 ZwResetWriteWatch
       2197  88C 000A3460 ZwRestoreKey
       2198  88D 000A3480 ZwResumeProcess
       2199  88E 000A0DD0 ZwResumeThread
       2200  88F 000A34A0 ZwRevertContainerImpersonation
       2201  890 000A34C0 ZwRollbackComplete
       2202  891 000A34E0 ZwRollbackEnlistment
       2203  892 000A3500 ZwRollbackRegistryTransaction
       2204  893 000A3520 ZwRollbackTransaction
       2205  894 000A3540 ZwRollforwardTransactionManager
       2206  895 000A3560 ZwSaveKey
       2207  896 000A3580 ZwSaveKeyEx
       2208  897 000A35A0 ZwSaveMergedKeys
       2209  898 000A35C0 ZwSecureConnectPort
       2210  899 000A35E0 ZwSerializeBoot
       2211  89A 000A3600 ZwSetBootEntryOrder
       2212  89B 000A3620 ZwSetBootOptions
       2213  89C 000A3640 ZwSetCachedSigningLevel
       2214  89D 000A3660 ZwSetCachedSigningLevel2
       2215  89E 000A3680 ZwSetContextThread
       2216  89F 000A36A0 ZwSetDebugFilterState
       2217  8A0 000A36C0 ZwSetDefaultHardErrorPort
       2218  8A1 000A36E0 ZwSetDefaultLocale
       2219  8A2 000A3700 ZwSetDefaultUILanguage
       2220  8A3 000A3720 ZwSetDriverEntryOrder
       2221  8A4 000A3740 ZwSetEaFile
       2222  8A5 000A0550 ZwSetEvent
       2223  8A6 000A0930 ZwSetEventBoostPriority
       2224  8A7 000A3760 ZwSetHighEventPair
       2225  8A8 000A3780 ZwSetHighWaitLowEventPair
       2226  8A9 000A37A0 ZwSetIRTimer
       2227  8AA 000A37C0 ZwSetInformationCpuPartition
       2228  8AB 000A37E0 ZwSetInformationDebugObject
       2229  8AC 000A3800 ZwSetInformationEnlistment
       2230  8AD 000A0870 ZwSetInformationFile
       2231  8AE 000A3820 ZwSetInformationIoRing
       2232  8AF 000A3840 ZwSetInformationJobObject
       2233  8B0 000A3860 ZwSetInformationKey
       2234  8B1 000A0F00 ZwSetInformationObject
       2235  8B2 000A0710 ZwSetInformationProcess
       2236  8B3 000A3880 ZwSetInformationResourceManager
       2237  8B4 000A38A0 ZwSetInformationSymbolicLink
       2238  8B5 000A0530 ZwSetInformationThread
       2239  8B6 000A38C0 ZwSetInformationToken
       2240  8B7 000A38E0 ZwSetInformationTransaction
       2241  8B8 000A3900 ZwSetInformationTransactionManager
       2242  8B9 000A3920 ZwSetInformationVirtualMemory
       2243  8BA 000A3940 ZwSetInformationWorkerFactory
       2244  8BB 000A3960 ZwSetIntervalProfile
       2245  8BC 000A3980 ZwSetIoCompletion
       2246  8BD 000A39A0 ZwSetIoCompletionEx
       2247  8BE 000A39C0 ZwSetLdtEntries
       2248  8BF 000A39E0 ZwSetLowEventPair
       2249  8C0 000A3A00 ZwSetLowWaitHighEventPair
       2250  8C1 000A3A20 ZwSetQuotaInformationFile
       2251  8C2 000A3A40 ZwSetSecurityObject
       2252  8C3 000A3A60 ZwSetSystemEnvironmentValue
       2253  8C4 000A3A80 ZwSetSystemEnvironmentValueEx
       2254  8C5 000A3AA0 ZwSetSystemInformation
       2255  8C6 000A3AC0 ZwSetSystemPowerState
       2256  8C7 000A3AE0 ZwSetSystemTime
       2257  8C8 000A3B00 ZwSetThreadExecutionState
       2258  8C9 000A0FC0 ZwSetTimer
       2259  8CA 000A3B20 ZwSetTimer2
       2260  8CB 000A3B40 ZwSetTimerEx
       2261  8CC 000A3B60 ZwSetTimerResolution
       2262  8CD 000A3B80 ZwSetUuidSeed
       2263  8CE 000A0F80 ZwSetValueKey
       2264  8CF 000A3BA0 ZwSetVolumeInformationFile
       2265  8D0 000A3BC0 ZwSetWnfProcessNotificationEvent
       2266  8D1 000A3BE0 ZwShutdownSystem
       2267  8D2 000A3C00 ZwShutdownWorkerFactory
       2268  8D3 000A3C20 ZwSignalAndWaitForSingleObject
       2269  8D4 000A3C40 ZwSinglePhaseReject
       2270  8D5 000A3C60 ZwStartProfile
       2271  8D6 000A3C80 ZwStopProfile
       2272  8D7 000A3CA0 ZwSubmitIoRing
       2273  8D8 000A3CC0 ZwSubscribeWnfStateChange
       2274  8D9 000A3CE0 ZwSuspendProcess
       2275  8DA 000A3D00 ZwSuspendThread
       2276  8DB 000A3D20 ZwSystemDebugControl
       2277  8DC 000A3D40 ZwTerminateEnclave
       2278  8DD 000A3D60 ZwTerminateJobObject
       2279  8DE 000A0910 ZwTerminateProcess
       2280  8DF 000A0DF0 ZwTerminateThread
       2281  8E0 000A3D80 ZwTestAlert
       2282  8E1 000A3DA0 ZwThawRegistry
       2283  8E2 000A3DC0 ZwThawTransactions
       2284  8E3 000A3DE0 ZwTraceControl
       2285  8E4 000A0F40 ZwTraceEvent
       2286  8E5 000A3E00 ZwTranslateFilePath
       2287  8E6 000A3E20 ZwUmsThreadYield
       2288  8E7 000A3E40 ZwUnloadDriver
       2289  8E8 000A3E60 ZwUnloadKey
       2290  8E9 000A3E80 ZwUnloadKey2
       2291  8EA 000A3EA0 ZwUnloadKeyEx
       2292  8EB 000A3EC0 ZwUnlockFile
       2293  8EC 000A3EE0 ZwUnlockVirtualMemory
       2294  8ED 000A08D0 ZwUnmapViewOfSection
       2295  8EE 000A3F00 ZwUnmapViewOfSectionEx
       2296  8EF 000A3F20 ZwUnsubscribeWnfStateChange
       2297  8F0 000A3F40 ZwUpdateWnfStateData
       2298  8F1 000A3F60 ZwVdmControl
       2299  8F2 000A3F80 ZwWaitForAlertByThreadId
       2300  8F3 000A3FA0 ZwWaitForDebugEvent
       2301  8F4 000A3FC0 ZwWaitForKeyedEvent
       2302  8F5 000A0EE0 ZwWaitForMultipleObjects
       2303  8F6 000A06D0 ZwWaitForMultipleObjects32
       2304  8F7 000A0410 ZwWaitForSingleObject
       2305  8F8 000A3FE0 ZwWaitForWorkViaWorkerFactory
       2306  8F9 000A4000 ZwWaitHighEventPair
       2307  8FA 000A4020 ZwWaitLowEventPair
       2308  8FB 000A03B0 ZwWorkerFactoryWorkerReady
       2309  8FC 000A0490 ZwWriteFile
       2310  8FD 000A06F0 ZwWriteFileGather
       2311  8FE 000A0E70 ZwWriteRequestData
       2312  8FF 000A0AD0 ZwWriteVirtualMemory
       2313  900 000A0C50 ZwYieldExecution
       2314  901 0008F730 __C_specific_handler
       2315  902 000A5310 __chkstk
       2316  903 0008F8F0 __isascii
       2317  904 0008F910 __iscsym
       2318  905 0008F950 __iscsymf
       2319  906 001157A0 __misaligned_access
       2320  907 0008F9A0 __toascii
       2321  908 0008FBC0 _atoi64
       2322  909 00088D30 _errno
       2323  90A 00139688 _fltused
       2324  90B 0008FC30 _i64toa
       2325  90C 00099690 _i64toa_s
       2326  90D 0008FE40 _i64tow
       2327  90E 000999B0 _i64tow_s
       2328  90F 0008FC70 _itoa
       2329  910 000996C0 _itoa_s
       2330  911 0008FE80 _itow
       2331  912 000999E0 _itow_s
       2332  913 00090080 _lfind
       2333  914 00090130 _local_unwind
       2334  915 0008FCA0 _ltoa
       2335  916 000996C0 _ltoa_s
       2336  917 0008FEB0 _ltow
       2337  918 000999E0 _ltow_s
       2338  919 00099CF0 _makepath_s
       2339  91A 00090160 _memccpy
       2340  91B 00090200 _memicmp
       2341  91C 000A6060 _setjmp
       2342  91D 000A6120 _setjmpex
       2343  91E 00090220 _snprintf
       2344  91F 00099E50 _snprintf_s
       2345  920 00099F20 _snscanf_s
       2346  921 000902D0 _snwprintf
       2347  922 00099F60 _snwprintf_s
       2348  923 0009A040 _snwscanf_s
       2349  924 000903B0 _splitpath
       2350  925 0009A080 _splitpath_s
       2351  926 00090710 _strcmpi
       2352  927 00090710 _stricmp
       2353  928 00090720 _strlwr
       2354  929 00090750 _strlwr_s
       2355  92A 00090820 _strnicmp
       2356  92B 0009A320 _strnset_s
       2357  92C 0009A3B0 _strset_s
       2358  92D 00090830 _strupr
       2359  92E 00090880 _strupr_s
       2360  92F 000908F0 _swprintf
       2361  930 0008FCD0 _ui64toa
       2362  931 000996F0 _ui64toa_s
       2363  932 0008FEE0 _ui64tow
       2364  933 00099A10 _ui64tow_s
       2365  934 0008FD00 _ultoa
       2366  935 00099710 _ultoa_s
       2367  936 0008FF10 _ultow
       2368  937 00099A30 _ultow_s
       2369  938 000909B0 _vscprintf
       2370  939 00090AD0 _vscwprintf
       2371  93A 00090C10 _vsnprintf
       2372  93B 00099E80 _vsnprintf_s
       2373  93C 00090CE0 _vsnwprintf
       2374  93D 00099F90 _vsnwprintf_s
       2375  93E 00090B50 _vswprintf
       2376  93F 00090DF0 _wcsicmp
       2377  940 00090E50 _wcslwr
       2378  941 00090EB0 _wcslwr_s
       2379  942 00090F30 _wcsnicmp
       2380  943 00090FA0 _wcsnset_s
       2381  944 00091040 _wcsset_s
       2382  945 000910A0 _wcstoi64
       2383  946 000910E0 _wcstoui64
       2384  947 00091370 _wcsupr
       2385  948 000913B0 _wcsupr_s
       2386  949 0009A410 _wmakepath_s
       2387  94A 0009A5A0 _wsplitpath_s
       2388  94B 00091430 _wtoi
       2389  94C 00091460 _wtoi64
       2390  94D 00091480 _wtol
       2391  94E 000914A0 abs
       2392  94F 000914B0 atan
       2393  950 00091710 atan2
       2394  951 0008FBE0 atoi
       2395  952 0008FC10 atol
       2396  953 00091E70 bsearch
       2397  954 00091F70 bsearch_s
       2398  955 00092080 ceil
       2399  956 000921A0 cos
       2400  957 00092A90 fabs
       2401  958 00092B80 floor
       2402  959 0008F9B0 isalnum
       2403  95A 0008F9E0 isalpha
       2404  95B 0008FA10 iscntrl
       2405  95C 0008FA40 isdigit
       2406  95D 0008FA70 isgraph
       2407  95E 0008FAA0 islower
       2408  95F 0008FAD0 isprint
       2409  960 0008FB00 ispunct
       2410  961 0008FB30 isspace
       2411  962 0008FB60 isupper
       2412  963 00092CB0 iswalnum
       2413  964 00092CD0 iswalpha
       2414  965 00092CF0 iswascii
       2415  966 00092DF0 iswctype
       2416  967 00092D10 iswdigit
       2417  968 00092D30 iswgraph
       2418  969 00092D50 iswlower
       2419  96A 00092D70 iswprint
       2420  96B 00092D90 iswspace
       2421  96C 00092DB0 iswxdigit
       2422  96D 0008FB90 isxdigit
       2423  96E 00092E20 labs
       2424  96F 00092E30 log
       2425  970 00093110 longjmp
       2426  971 00093140 mbstowcs
       2427  972 00093210 memchr
       2428  973 00093250 memcmp
       2429  974 000A6F00 memcpy
       2430  975 0009A860 memcpy_s
       2431  976 000A6F00 memmove
       2432  977 0009A900 memmove_s
       2433  978 00131010 memset
       2434  979 000A61C0 pow
       2435  97A 00093330 qsort
       2436  97B 000936D0 qsort_s
       2437  97C 000925C0 sin
       2438  97D 00093AA0 sprintf
       2439  97E 0009A960 sprintf_s
       2440  97F 00093B30 sqrt
       2441  980 00093C40 sscanf
       2442  981 0009A9E0 sscanf_s
       2443  982 00093D50 strcat
       2444  983 0009AA40 strcat_s
       2445  984 00093ED0 strchr
       2446  985 00093F20 strcmp
       2447  986 00093E10 strcpy
       2448  987 0009AAD0 strcpy_s
       2449  988 00093FE0 strcspn
       2450  989 000940A0 strlen
       2451  98A 00094170 strncat
       2452  98B 0009AB60 strncat_s
       2453  98C 00094330 strncmp
       2454  98D 00094410 strncpy
       2455  98E 0009AC60 strncpy_s
       2456  98F 00094590 strnlen
       2457  990 000945B0 strpbrk
       2458  991 00094660 strrchr
       2459  992 000946A0 strspn
       2460  993 00094770 strstr
       2461  994 0009AD60 strtok_s
       2462  995 00094A00 strtol
       2463  996 00094A60 strtoul
       2464  997 000908F0 swprintf
       2465  998 0009AED0 swprintf_s
       2466  999 0009AF60 swscanf_s
       2467  99A 00094AA0 tan
       2468  99B 00094F40 tolower
       2469  99C 00094F80 toupper
       2470  99D 00094FF0 towlower
       2471  99E 00095020 towupper
       2472  99F 000EB970 vDbgPrintEx
       2473  9A0 000EB9A0 vDbgPrintExWithPrefix
       2474  9A1 00090AB0 vsprintf
       2475  9A2 0009A990 vsprintf_s
       2476  9A3 0009AF00 vswprintf_s
       2477  9A4 00095030 wcscat
       2478  9A5 0009AFC0 wcscat_s
       2479  9A6 000950A0 wcschr
       2480  9A7 000950E0 wcscmp
       2481  9A8 00095070 wcscpy
       2482  9A9 0009B060 wcscpy_s
       2483  9AA 00095120 wcscspn
       2484  9AB 00095170 wcslen
       2485  9AC 000951A0 wcsncat
       2486  9AD 0009B0F0 wcsncat_s
       2487  9AE 000951F0 wcsncmp
       2488  9AF 00095230 wcsncpy
       2489  9B0 0009B200 wcsncpy_s
       2490  9B1 00095280 wcsnlen
       2491  9B2 000952B0 wcspbrk
       2492  9B3 000952F0 wcsrchr
       2493  9B4 00095330 wcsspn
       2494  9B5 00095380 wcsstr
       2495  9B6 0009B310 wcstok_s
       2496  9B7 00095610 wcstol
       2497  9B8 000956B0 wcstombs
       2498  9B9 00095670 wcstoul
          8      0007FC80 [NONAME]

  Summary

        1000 .00cfg
        C000 .data
        4000 .mrdata
        F000 .pdata
       4E000 .rdata
        1000 .reloc
       76000 .rsrc
      12E000 .text
        1000 PAGE
        1000 RT
        1000 fothk
